1.501567	 220.653000 	 
1.505003	 219.502000 	 
1.508438	 212.715000 	 
1.511873	 218.268000 	 
1.515308	 221.853000 	 
1.518743	 217.505000 	 
1.522178	 216.759000 	 
1.525613	 223.577000 	 
1.529048	 217.850000 	 
1.532484	 210.212000 	 
1.535919	 218.303000 	 
1.539354	 223.111000 	 
1.542789	 234.795000 	 
1.546224	 230.578000 	 
1.549659	 225.711000 	 
1.553094	 229.486000 	 
1.556529	 233.868000 	 
1.559965	 238.131000 	 
1.563400	 238.038000 	 
1.566835	 235.458000 	 
1.570270	 233.756000 	 
1.573705	 235.811000 	 
1.577140	 242.739000 	 
1.580575	 242.803000 	 
1.584010	 242.200000 	 
1.587446	 242.572000 	 
1.590881	 248.115000 	 
1.594316	 252.622000 	 
1.597751	 265.835000 	 
1.601186	 275.728000 	 
1.604621	 299.589000 	 
1.608056	 346.125000 	 
1.611491	 477.322000 	 
1.614926	 756.212000 	 
1.618362	 1149.160000 	 
1.621797	 1562.110000 	 
1.625232	 1605.860000 	 
1.628667	 1392.940000 	 
1.632102	 963.969000 	 
1.635537	 707.732000 	 
1.638972	 551.245000 	 
1.642407	 470.319000 	 
1.645843	 446.979000 	 
1.649278	 448.181000 	 
1.652713	 492.264000 	 
1.656148	 614.192000 	 
1.659583	 823.020000 	 
1.663018	 1105.300000 	 
1.666453	 1261.590000 	 
1.669888	 1227.650000 	 
1.673324	 968.940000 	 
1.676759	 626.426000 	 
1.680194	 423.809000 	 
1.683629	 315.076000 	 
1.687064	 268.964000 	 
1.690499	 258.026000 	 
1.693934	 253.910000 	 
1.697369	 253.597000 	 
1.700805	 240.562000 	 
1.704240	 230.015000 	 
1.707675	 231.064000 	 
1.711110	 232.166000 	 
1.714545	 233.671000 	 
1.717980	 234.477000 	 
1.721415	 232.065000 	 
1.724850	 226.951000 	 
1.728285	 227.731000 	 
1.731721	 231.350000 	 
1.735156	 231.010000 	 
1.738591	 232.541000 	 
1.742026	 228.329000 	 
1.745461	 225.474000 	 
1.748896	 222.884000 	 
1.752331	 225.274000 	 
1.755766	 235.945000 	 
1.759202	 240.036000 	 
1.762637	 228.290000 	 
1.766072	 224.056000 	 
1.769507	 222.268000 	 
1.772942	 223.820000 	 
1.776377	 225.194000 	 
1.779812	 223.411000 	 
1.783247	 217.500000 	 
1.786683	 217.785000 	 
1.790118	 215.745000 	 
1.793553	 214.330000 	 
1.796988	 216.819000 	 
1.800423	 224.945000 	 
