1.010345	 203.837000 	 
1.013780	 213.426000 	 
1.017215	 226.729000 	 
1.020650	 230.155000 	 
1.024086	 224.762000 	 
1.027521	 228.701000 	 
1.030956	 228.220000 	 
1.034391	 223.603000 	 
1.037826	 225.841000 	 
1.041261	 223.046000 	 
1.044696	 224.050000 	 
1.048132	 234.008000 	 
1.051567	 237.420000 	 
1.055002	 227.304000 	 
1.058437	 221.324000 	 
1.061872	 227.193000 	 
1.065307	 239.346000 	 
1.068742	 228.567000 	 
1.072177	 223.915000 	 
1.075612	 215.545000 	 
1.079048	 217.953000 	 
1.082483	 227.685000 	 
1.085918	 233.964000 	 
1.089353	 236.134000 	 
1.092788	 228.450000 	 
1.096223	 225.170000 	 
1.099658	 225.334000 	 
1.103093	 230.807000 	 
1.106529	 226.869000 	 
1.109964	 222.146000 	 
1.113399	 216.966000 	 
1.116834	 221.274000 	 
1.120269	 226.559000 	 
1.123704	 231.279000 	 
1.127139	 234.419000 	 
1.130574	 239.671000 	 
1.134009	 228.982000 	 
1.137445	 216.175000 	 
1.140880	 214.821000 	 
1.144315	 213.709000 	 
1.147750	 217.273000 	 
1.151185	 218.872000 	 
1.154620	 211.008000 	 
1.158055	 212.740000 	 
1.161490	 211.931000 	 
1.164926	 207.708000 	 
1.168361	 219.199000 	 
1.171796	 216.467000 	 
1.175231	 219.131000 	 
1.178666	 211.667000 	 
1.182101	 211.519000 	 
1.185536	 216.221000 	 
1.188971	 225.383000 	 
1.192406	 232.215000 	 
1.195842	 225.655000 	 
1.199277	 223.997000 	 
1.202712	 218.931000 	 
1.206147	 219.417000 	 
1.209582	 229.897000 	 
1.213017	 234.385000 	 
1.216452	 228.623000 	 
1.219888	 224.700000 	 
1.223323	 215.792000 	 
1.226758	 216.891000 	 
1.230193	 226.376000 	 
1.233628	 224.564000 	 
1.237063	 220.050000 	 
1.240498	 220.994000 	 
1.243933	 220.775000 	 
1.247369	 216.819000 	 
1.250804	 218.695000 	 
1.254239	 225.291000 	 
1.257674	 229.776000 	 
1.261109	 226.207000 	 
1.264544	 212.393000 	 
1.267979	 211.482000 	 
1.271414	 218.844000 	 
1.274849	 220.993000 	 
1.278285	 214.786000 	 
1.281720	 213.129000 	 
1.285155	 215.712000 	 
1.288590	 224.447000 	 
1.292025	 225.119000 	 
1.295460	 214.784000 	 
1.298895	 217.091000 	 
1.302330	 216.580000 	 
1.305765	 213.259000 	 
1.309201	 216.673000 	 
1.312636	 216.711000 	 
1.316071	 224.320000 	 
1.319506	 220.909000 	 
1.322941	 217.337000 	 
1.326376	 217.447000 	 
1.329811	 231.668000 	 
1.333247	 228.299000 	 
1.336682	 223.666000 	 
1.340117	 222.516000 	 
1.343552	 221.803000 	 
1.346987	 219.335000 	 
1.350422	 220.872000 	 
1.353857	 212.365000 	 
1.357292	 207.449000 	 
1.360727	 215.308000 	 
